start_time,end_time,duration_hr,tag
2025-10-26 18:22:34.643895,2025-10-26 18:22:40.969266,0.0017570474999999,📚 学习
2025-10-26 21:06:43.107601,2025-10-26 21:13:02.135899,0.1052856383333333,学习
2025-10-26 21:13:04.711141,2025-10-26 21:43:59.091128,0.5151055519444444,学习
2025-10-26 22:42:45.293716,2025-10-26 23:10:41.008840,0.4654764233333333,学习
2025-10-27 09:00:00.000000,2025-10-27 09:50:00.000000,0.8333333333333334,生活
2025-10-27 10:00:00.000000,2025-10-27 10:50:00.000000,0.8333333333333334,生活
2025-10-27 11:00:00.000000,2025-10-27 11:30:00.000000,0.5,生活
